SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,OPERATE_INCOME,EARNED_PREMIUM,INSURANCE_INCOME,REINSURE_INCOME,REINSURE_PREMIUM,EXTRACT_UNEXPIRE_RESERVE,EARNED_PREMIUM_BALANCE,BANK_INTEREST_NI,BANK_INTEREST_INCOME,BANK_INTEREST_EXPENSE,UNINSURANCE_CNI,UNINSURANCE_CI,UNINSURANCE_CE,INVEST_INCOME,INVEST_JOINT_INCOME,FAIRVALUE_CHANGE,EXCHANGE_INCOME,OTHER_BUSINESS_INCOME,ASSET_DISPOSAL_INCOME,OTHER_INCOME,OPERATE_INCOME_OTHER,OPERATE_INCOME_BALANCE,OPERATE_EXPENSE,SURRENDER_VALUE,COMPENSATE_EXPENSE,AMORTIZE_COMPENSATE_EXPENSE,EXTRACT_INSURANCE_RESERVE,AMORTIZE_INSURANCE_RESERVE,POLICY_BONUS_EXPENSE,REINSURE_EXPENSE,OPERATE_TAX_ADD,FEE_COMMISSION_EXPENSE,BUSINESS_MANAGE_EXPENSE,AMORTIZE_REINSURE_EXPENSE,INTEREST_EXPENSE,FINANCE_EXPENSE,OTHER_BUSINESS_COST,ASSET_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS,OPERATE_EXPENSE_OTHER,OPERATE_EXPENSE_BALANCE,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT,NONBUSINESS_INCOME,NONCURRENT_DISPOSAL_INCOME,NONBUSINESS_EXPENSE,NONCURRENT_DISPOSAL_LOSS,EFFECT_TP_OTHER,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT,INCOME_TAX,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_BALANCE,NETPROFIT,CONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT,PARENT_NETPROFIT,MINORITY_INTEREST,DEDUCT_PARENT_NETPROFIT,NETPROFIT_OTHER,NETPROFIT_BALANCE,BASIC_EPS,DILUTED_EPS,OTHER_COMPRE_INCOME,PARENT_OCI,MINORITY_OCI,PARENT_OCI_OTHER,PARENT_OCI_BALANCE,UNABLE_OCI,SETUP_PROFIT_CHANGE,RIGHTLAW_UNABLE_OCI,UNABLE_OCI_OTHER,UNABLE_OCI_BALANCE,ABLE_OCI,RIGHTLAW_ABLE_OCI,AFA_FAIRVALUE_CHANGE,HMI_AFA,CASHFLOW_HEDGE_VALID,CONVERT_DIFF,ABLE_OCI_OTHER,ABLE_OCI_BALANCE,OCI_OTHER,OCI_BALANCE,TOTAL_COMPRE_INCOME,PARENT_TCI,MINORITY_TCI,TCI_BALANCE,EFFECT_TCI_BALANCE,OTHERRIGHT_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE,FINANCE_OCI_AMT,CREDITOR_IMPAIRMENT_RESERVE,ACF_END_INCOME,OPINION_TYPE,OPERATE_INCOME_YOY,EARNED_PREMIUM_YOY,INSURANCE_INCOME_YOY,REINSURE_INCOME_YOY,REINSURE_PREMIUM_YOY,EXTRACT_UNEXPIRE_RESERVE_YOY,EARNED_PREMIUM_BALANCE_YOY,BANK_INTEREST_NI_YOY,BANK_INTEREST_INCOME_YOY,BANK_INTEREST_EXPENSE_YOY,UNINSURANCE_CNI_YOY,UNINSURANCE_CI_YOY,UNINSURANCE_CE_YOY,INVEST_INCOME_YOY,INVEST_JOINT_INCOME_YOY,FAIRVALUE_CHANGE_YOY,EXCHANGE_INCOME_YOY,OTHER_BUSINESS_INCOME_YOY,ASSET_DISPOSAL_INCOME_YOY,OTHER_INCOME_YOY,OPERATE_INCOME_OTHER_YOY,OPERATE_INCOME_BALANCE_YOY,OPERATE_EXPENSE_YOY,SURRENDER_VALUE_YOY,COMPENSATE_EXPENSE_YOY,AMORTIZE_COMPENSATE_EXPENSE_YOY,EXTRACT_INSURANCE_RESERVE_YOY,AMORTIZE_INSURANCE_RESERVE_YOY,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE_YOY,OPERATE_TAX_ADD_YOY,FEE_COMMISSION_EXPENSE_YOY,BUSINESS_MANAGE_EXPENSE_YOY,AMORTIZE_REINSURE_EXPENSE_YOY,INTEREST_EXPENSE_YOY,FINANCE_EXPENSE_YOY,OTHER_BUSINESS_COST_YOY,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS_YOY,OPERATE_EXPENSE_OTHER_YOY,OPERATE_EXPENSE_BALANCE_YOY,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT_YOY,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE_YOY,NETPROFIT_YOY,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT_YOY,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE_YOY,BASIC_EPS_YOY,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME_YOY,PARENT_OCI_YOY,MINORITY_OCI_YOY,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE_YOY,UNABLE_OCI_YOY,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE_YOY,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID_YOY,CONVERT_DIFF_YOY,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE_YOY,OCI_OTHER_YOY,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI_YOY,MINORITY_TCI_YOY,TCI_BALANCE_YOY,EFFECT_TCI_BALANCE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,CREDITRISK_FAIRVALUE_CHANGE_YOY,CREDITOR_FAIRVALUE_CHANGE_YOY,FINANCE_OCI_AMT_YOY,CREDITOR_IMPAIRMENT_RESERVE_YOY,ACF_END_INCOME_YOY
601318.SH,601318,中国平安,10009951,保险,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-28 00:00:00,2021-10-28 00:00:00,CNY,917070000000,588606000000,626696000000,105000000.0,17672000000.0,20418000000.0,,85237000000.0,149820000000.0,64583000000.0,28925000000.0,38348000000.0,9423000000.0,92592000000,12969000000.0,-14946000000.0,1222000000.0,46538000000,35000000.0,2394000000.0,,0.0,779420000000,27052000000.0,175883000000.0,8071000000.0,232631000000.0,805000000.0,15971000000.0,13000000.0,3497000000,82116000000.0,130430000000,5007000000.0,19912000000.0,,45627000000,,57910000000.0,89000000.0,0.0,,0.0,137650000000,261000000,,538000000,,,0.0,137373000000,22481000000,,,114892000000,114892000000.0,,103041000000,11851000000,103255000000,,,5.83,5.79,-27616000000.0,-26824000000.0,-792000000.0,,,-23813000000.0,,2956000000.0,40685000000.0,,-3011000000.0,-238000000.0,,,171000000.0,-1112000000.0,1386000000.0,,,,87276000000.0,76217000000.0,11059000000.0,,,-67454000000.0,,-3406000000.0,,188000000.0,547000000.0,,2.7240518353,1.3673953701,1.8906883315,36.3636363636,7.9865566758,13.2069194943,,28.3419158611,14.2983567036,-0.1252628974,-12.9289584588,-6.4135103475,21.4930376483,46.2055897679,-24.9826469227,-151.8796209518,407.0539419087,5.9174291046,-61.5384615385,12.0262049602,,,6.5322814326,37.9500254972,6.6351802788,4.1016380756,5.870814769,58.4645669291,-2.3658148918,-87.962962963,11.4759324195,-7.1033429493,5.623309525,-4.5922256098,35.4926510615,,-6.5900994964,,30.3603988925,,,,,-14.5683732304,-14.7058823529,,1.8939393939,,,,-14.6226561675,17.3758680102,,,-18.9462990659,-18.9462990659,,-20.4728055755,-2.7091371809,-13.5123589671,,,-20.0274348422,-20.2479338843,-1608.9108910891,-1137.2693726937,-243.4782608696,,,-459.6474735605,,,1634.9680170576,,-244.2740776234,-710.2564102564,,,,-228.852838934,661.1336032389,,,,-37.7187223475,-40.1745696591,-13.1469410194,,,-922.0303030303,,-591.4862914863,,-74.5602165088,1202.380952381
601318.SH,601318,中国平安,10009951,保险,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-28 00:00:00,2021-08-27 00:00:00,CNY,629956000000,415754000000,445505000000,67000000.0,12069000000.0,17682000000.0,,55680000000.0,99944000000.0,44264000000.0,18563000000.0,24213000000.0,5650000000.0,55945000000,8007000000.0,-4863000000.0,140000000.0,30889000000,59000000.0,1501000000.0,,0.0,538931000000,17300000000.0,113098000000.0,4885000000.0,177676000000.0,963000000.0,13374000000.0,5000000.0,2388000000,57349000000.0,80884000000,3400000000.0,12982000000.0,,30772000000,,40526000000.0,65000000.0,0.0,,0.0,91025000000,150000000,,415000000,,,0.0,90760000000,14792000000,,,75968000000,75968000000.0,,68683000000,7285000000,68879000000,,,3.88,3.86,-12013000000.0,-11839000000.0,-174000000.0,,,-12118000000.0,,3264000000.0,24075000000.0,,279000000.0,-301000000.0,,,28000000.0,189000000.0,-529000000.0,,,,63955000000.0,56844000000.0,7111000000.0,,,-39457000000.0,,479000000.0,,413000000.0,531000000.0,,-1.4392440018,-1.3473110727,-0.2185983278,-9.4594594595,3.8372193065,31.6996871741,,27.2511198464,15.4314357322,3.3553599365,-15.6648948253,-9.8581586687,16.4948453608,26.0079282851,-34.1746136139,-117.4451140766,-69.3654266958,8.4814216478,-40.404040404,20.08,,,3.0933889356,31.9603356217,1.4741375443,-0.2857726067,1.3976156643,210.6451612903,-2.9181184669,-96.2686567164,16.8297455969,-6.7844545942,-0.1555363535,-7.2811562585,33.0668306683,,-5.6623440326,,35.0731593507,,,,,-21.7964689205,-26.4705882353,,15.2777777778,,,,-21.9194934574,40.8627749738,,,-28.1544950727,-28.1544950727,,-29.6828289447,-9.6378069958,-21.2325320769,,,-29.197080292,-29.4332723949,-1375.7985257985,-880.8616404308,-144.2748091603,,,-689.4462540717,,,2808.0989876265,,-14.9390243902,-319.7080291971,,,,245.3846153846,-337.2197309417,,,,-39.0463573634,-41.0753713628,-15.8959195742,,,-6007.8947368421,,270.462633452,,8.9709762533,26650.0
601318.SH,601318,中国平安,10009951,保险,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-24 00:00:00,2021-04-23 00:00:00,CNY,328172000000,240722000000,257940000000,24000000.0,6608000000.0,10610000000.0,,27606000000.0,50333000000.0,22727000000.0,9325000000.0,11777000000.0,2452000000.0,23881000000,4623000000.0,-16841000000.0,-44000000.0,15268000000,36000000.0,727000000.0,,0.0,290699000000,6936000000.0,52470000000.0,2219000000.0,112584000000.0,738000000.0,10199000000.0,3000000.0,1200000000,29463000000.0,39820000000,1790000000.0,6344000000.0,,19016000000,,16705000000.0,,0.0,,0.0,37473000000,76000000,,197000000,,,0.0,37352000000,7018000000,,,30334000000,30334000000.0,,26063000000,4271000000,26162000000,,,1.47,1.46,-2874000000.0,-3597000000.0,723000000.0,,,-6403000000.0,,3225000000.0,14643000000.0,,2806000000.0,-248000000.0,,,-121000000.0,131000000.0,-2927000000.0,,,,27460000000.0,22466000000.0,4994000000.0,,,-24271000000.0,,5847000000.0,,124000000.0,269000000.0,,-13.2189728713,-6.0039516123,-5.9937460366,-36.8421052632,0.5171889261,-9.4246201127,,32.0040166404,18.7407110335,5.8251070963,-18.5945002182,-14.4921222682,5.7808455565,48.5321557408,-1.8679685842,-149.2859233246,-107.9279279279,4.6685404813,63.6363636364,45.983935743,,,-7.6726895067,2.1502209131,-10.8411214953,-9.0200902009,-13.0430752833,450.7462686567,-2.6534313258,-96.3414634146,13.9601139601,-10.0833155309,-2.303785667,-13.8594802695,49.4112105511,,-6.0427886753,,17.2774501545,,,,,-40.8046884873,-24.7524752475,,35.8620689655,,,,-40.9547897566,-49.641216992,,,-38.5005271268,-38.5005271268,,-42.7400751368,12.1880745994,-42.6032776815,,,-42.3529411765,-42.7450980392,-23.9861949957,-38.5059684251,159.1397849462,,,-152.9830106677,,,1165.6006914434,,4351.5151515152,-500.0,,,,117.7027027027,-1025.7692307692,,,,-41.5819257116,-47.6561043802,22.2222222222,,,-558.1073752711,,789.9543378995,,-42.3255813953,1445.0
601318.SH,601318,中国平安,10009951,保险,2019-12-31 00:00:00,年报,2019年报,058001001,2020-02-21 00:00:00,2021-02-04 00:00:00,CNY,1168867000000,748779000000,795064000000,115000000.0,21370000000.0,24915000000.0,,90187000000.0,176621000000.0,86434000000.0,44230000000.0,54800000000.0,10570000000.0,77497000000,23224000000.0,44091000000.0,779000000.0,60172000000,105000000.0,3036000000.0,,0.0,983839000000,26661000000.0,225030000000.0,11263000000.0,287028000000.0,107000000.0,19329000000.0,13000000.0,4272000000,114753000000.0,172892000000,7572000000.0,20098000000.0,,65439000000,,65270000000.0,,0.0,,0.0,185028000000,427000000,,716000000,,,0.0,184739000000,20374000000,,,164365000000,164365000000.0,,149407000000,14958000000,139255000000,,,8.41,8.38,9232000000.0,8519000000.0,713000000.0,,,5890000000.0,,1697000000.0,-3006000000.0,,2629000000.0,204000000.0,,,,469000000.0,-568000000.0,,,,173597000000.0,157926000000.0,15671000000.0,,,7199000000.0,,1801000000.0,,723000000.0,45000000.0,标准无保留意见,19.6589587565,10.4877800452,10.4936933331,0.0,10.0581964258,11.0492066322,,20.5982643114,9.2181258271,-0.5717177992,18.9266220322,18.4173563541,16.3328197227,3.8986981995,28.4939692376,255.8867204073,182.3467230444,19.1453973031,376.3157894737,9.012567325,,,20.9399208845,23.7801197827,10.6761163272,18.9837312487,50.284308079,-83.3333333333,17.5372453633,18.1818181818,9.9897013388,-11.9877591404,17.0585726183,-4.9460205875,10.2649914961,,44.6005966192,,25.2662892237,,,,,13.2792124307,10.9090909091,,25.1748251748,,,,13.2319139938,-52.284596829,,,36.4568458805,36.4568458805,,39.1074820305,14.638258737,29.4227534225,,,39.7009966777,39.4342762063,332.0074871315,438.1554011371,28.7003610108,,,241.5865384615,,,-137.9641323567,,-54.2225317778,-47.6923076923,,,,-58.8235294118,86.398467433,,,,41.608953495,44.9035206034,15.2109983826,,,159.6042391124,,-77.2859124732,,56.8329718004,-19.6428571429
601318.SH,601318,中国平安,10009951,保险,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-25 00:00:00,2020-10-28 00:00:00,CNY,892751000000,580666000000,615067000000,77000000.0,16365000000.0,18036000000.0,,66414000000.0,131078000000.0,64664000000.0,33220000000.0,40976000000.0,7756000000.0,63330000000,17288000000.0,28809000000.0,241000000.0,43938000000,91000000.0,2137000000.0,,0.0,731628000000,19610000000.0,164939000000.0,7753000000.0,219731000000.0,508000000.0,16358000000.0,108000000.0,3137000000,88395000000.0,123486000000,5248000000.0,14696000000.0,,48846000000,,44423000000.0,,0.0,,0.0,161123000000,306000000,,528000000,,,0.0,160901000000,19153000000,,,141748000000,141748000000.0,,129567000000,12181000000,119387000000,,,7.29,7.26,-1616000000.0,-2168000000.0,552000000.0,,,-4255000000.0,,,2345000000.0,,2087000000.0,39000000.0,,,,863000000.0,-247000000.0,,,,140132000000.0,127399000000.0,12733000000.0,,,-6600000000.0,,693000000.0,,739000000.0,42000000.0,,18.6414752325,9.5048702064,9.4746678295,10.0,11.1224281931,7.0830612124,,22.0441765592,8.5981772991,-2.4410850608,17.7513114987,19.8724512184,29.8944900352,17.5455203519,47.7354298411,252.4124431277,121.2334801762,17.3871226289,237.037037037,51.5602836879,,,16.1102338462,18.3321264784,8.3222234627,15.2691049658,31.2273430361,74.5704467354,23.4472869972,2060.0,10.4577464789,-14.1179099547,19.2721161369,-4.0935672515,9.3615121298,,45.167617689,,24.0554050658,,,,,31.6762420013,14.1791044776,,140.0,,,,31.4432526489,-41.8230970172,,,58.3971214339,58.3971214339,,63.1887854705,20.6995640111,50.4031343697,,,63.8202247191,63.5135135135,-200.8109794136,-276.9795918367,46.0317460317,,,-110.4352126607,,,-46.2032576279,,-35.7252848783,1075.0,,,,-40.1525658807,87.4043855176,,,,53.8356826066,58.0201433852,21.6141356256,,,-3.4320639398,,-80.6153846154,,278.9743589744,220.0
601318.SH,601318,中国平安,10009951,保险,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-16 00:00:00,2020-08-28 00:00:00,CNY,639155000000,421432000000,446481000000,74000000.0,11623000000.0,13426000000.0,,43756000000.0,86583000000.0,42827000000.0,22011000000.0,26861000000.0,4850000000.0,44398000000,12164000000.0,27876000000.0,457000000.0,28474000000,99000000.0,1250000000.0,,0.0,522760000000,13110000000.0,111455000000.0,4899000000.0,175227000000.0,310000000.0,13776000000.0,134000000.0,2044000000,61523000000.0,81010000000,3667000000.0,9756000000.0,,32619000000,,30003000000.0,,0.0,,0.0,116395000000,204000000,,360000000,,,0.0,116239000000,10501000000,,,105738000000,105738000000.0,,97676000000,8062000000,87446000000,,,5.48,5.47,-814000000.0,-1207000000.0,393000000.0,,,-1535000000.0,,,-889000000.0,,328000000.0,137000000.0,,,,-130000000.0,223000000.0,,,,104924000000.0,96469000000.0,8455000000.0,,,-646000000.0,,-281000000.0,,379000000.0,-2000000.0,,19.178631363,9.0984400159,9.3796087155,42.3076923077,10.7902011248,17.5965665236,,17.5415032504,6.3359697387,-3.1019503145,3.7618441522,8.092555332,33.3516634589,31.3628025327,38.258695158,350.0762537005,159.4278283485,17.7682190421,47.7611940299,108.6811352254,,,16.2784490275,12.9782833506,6.7556177085,13.167013167,24.4156489634,179.2792792793,31.1250713878,3250.0,7.8627968338,-12.5087103059,26.0385225752,-3.7532808399,13.4946486738,,49.2655470645,,30.8803001221,,,,,34.2131359255,9.0909090909,,143.2432432432,,,,33.9730069269,-52.2529895876,,,63.2515053265,63.2515053265,,68.1315087357,20.7790262172,50.5509262447,,,68.0981595092,68.3076923077,-726.1538461538,-446.1538461538,11.9658119658,,,41.0069177556,,,-120.9669811321,,-86.2242755145,4466.6666666667,,,,-132.2580645161,111.0396039604,,,,61.6702619414,66.6879773301,20.3387418161,,,90.5583162818,,-107.0285142571,,12733.3333333333,98.6013986014
601318.SH,601318,中国平安,10009951,保险,2019-03-31 00:00:00,一季报,2019一季报,058001001,2019-04-30 00:00:00,2020-04-24 00:00:00,CNY,378161000000,256098000000,274386000000,38000000.0,6574000000.0,11714000000.0,,20913000000.0,42389000000.0,21476000000.0,11455000000.0,13773000000.0,2318000000.0,16078000000,4711000000.0,34170000000.0,555000000.0,14587000000,22000000.0,498000000.0,,0.0,314857000000,6790000000.0,58850000000.0,2439000000.0,129471000000.0,134000000.0,10477000000.0,82000000.0,1053000000,32767000000.0,40759000000,2078000000.0,4246000000.0,,20239000000,,14244000000.0,,0.0,,0.0,63304000000,101000000,,145000000,,,0.0,63260000000,13936000000,,,49324000000,49324000000.0,,45517000000,3807000000,45581000000,,,2.55,2.55,-2318000000.0,-2597000000.0,279000000.0,,,-2531000000.0,,,1157000000.0,,-66000000.0,62000000.0,,,,-740000000.0,-260000000.0,,,,47006000000.0,42920000000.0,4086000000.0,,,-3688000000.0,,657000000.0,,215000000.0,-20000000.0,,21.5088313449,7.2949397954,8.4062597537,-50.0,14.2311033884,35.1407475773,,11.983935743,4.2036431574,-2.3995637157,12.193927522,15.4871708871,35.0815850816,6.5544436344,21.3862406596,812.6173096976,547.5806451613,32.9232731912,-50.0,263.503649635,,,15.9070996812,-1.4656798723,-2.2132863647,23.0575176589,23.695650097,185.1063829787,38.2919746568,530.7692307692,13.3476856835,-11.8929819844,32.6660807864,4.3172690763,-5.0111856823,,69.3781906436,,31.2690074647,,,,,59.9595704359,46.3768115942,,141.6666666667,,,,59.8120452708,31.0636697075,,,70.3706262305,70.3706262305,,77.0951676912,17.1745152355,77.3648780108,,,77.0833333333,77.0833333333,-252.2796352584,-191.4702581369,19.7424892704,,,-87.7596439169,,,-72.2408829175,,-114.4420131291,-1.5873015873,,,,-35.2833638026,64.0883977901,,,,66.1400346375,72.9877876748,17.3463526709,,,33.1399564902,,-60.8228980322,,1891.6666666667,
601318.SH,601318,中国平安,10009951,保险,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-13 00:00:00,2020-02-21 00:00:00,CNY,976832000000,677703000000,719556000000,115000000.0,19417000000.0,22436000000.0,,74783000000.0,161714000000.0,86931000000.0,37191000000.0,46277000000.0,9086000000.0,74589000000,18074000000.0,-28284000000.0,-946000000.0,50503000000,-38000000.0,2785000000.0,,0.0,813494000000,21539000000.0,203323000000.0,9466000000.0,190990000000.0,642000000.0,16445000000.0,11000000.0,3884000000,130383000000.0,147697000000,7966000000.0,18227000000.0,,45255000000,,52105000000.0,,0.0,,0.0,163338000000,385000000,,572000000,,,0.0,163151000000,42699000000,,,120452000000,120452000000.0,,107404000000,13048000000,107597000000,,,6.02,6.01,2137000000.0,1583000000.0,554000000.0,,,-4160000000.0,,,7918000000.0,,5743000000.0,390000000.0,,,,1139000000.0,-4176000000.0,,,,122589000000.0,108987000000.0,13602000000.0,,,-12078000000.0,,7929000000.0,,461000000.0,56000000.0,标准无保留意见,9.6477423497,18.2748390024,18.9279959011,-9.4488188976,11.4638346728,53.4085470085,,-0.1362088536,9.721411803,19.9031737493,-1.6319297503,4.2110478078,37.6875284134,10.431873029,152.9601119664,-964.6896973403,-639.0625,14.5764326875,-3700.0,35.1941747573,,,7.5873798477,4.9710024855,27.7852846719,6.0853972879,-13.1958331818,30.487804878,25.2570645137,-60.7142857143,3.9892904953,13.8129697361,5.7334917817,18.4007134364,63.2219933733,,0.4461313091,,,,,,,21.2083883703,8.7570621469,,53.7634408602,,,,21.0857948642,22.8324031989,,,20.4785052712,20.4785052712,,20.5594468391,19.8163452709,20.7096940664,,,20.6412825651,20.4408817635,-90.2335359444,-92.6658636027,86.531986532,,,,,,,,-73.3923276501,323.9130434783,,,,228.7005649718,-31.0323187951,,,,0.5990530039,-1.5225169871,21.5875569858,,,,,,,,
601318.SH,601318,中国平安,10009951,保险,2018-09-30 00:00:00,三季报,2018三季报,058001001,2018-10-30 00:00:00,2019-10-25 00:00:00,CNY,752478000000,530265000000,561835000000,70000000.0,14727000000.0,16843000000.0,,54418000000.0,120700000000.0,66282000000.0,28212000000.0,34183000000.0,5971000000.0,53877000000,11702000000.0,-18902000000.0,-1135000000.0,37430000000,27000000.0,1410000000.0,,0.0,630115000000,16572000000.0,152267000000.0,6726000000.0,167443000000.0,291000000.0,13251000000.0,5000000.0,2840000000,102926000000.0,103533000000,5472000000.0,13438000000.0,11416000000.0,33648000000,872000000.0,35809000000.0,,0.0,,0.0,122363000000,268000000,,220000000,,,0.0,122411000000,32922000000,,,89489000000,89489000000.0,,79397000000,10092000000,79378000000,,,4.45,4.44,1603000000.0,1225000000.0,378000000.0,,,-2022000000.0,,,4359000000.0,,3247000000.0,-4000000.0,-1961000000.0,,,1442000000.0,-1961000000.0,,,,91092000000.0,80622000000.0,10470000000.0,,,-6381000000.0,,3575000000.0,,195000000.0,-35000000.0,,13.495585232,19.3118919259,19.0903656851,-43.0894308943,8.7666174298,22.0861119165,,-3.13807159,11.3016856626,26.8239481086,-0.6164793744,4.0420027393,33.6392121755,-45.7251654628,,-1409.9099099099,-2422.2222222222,14.5980037965,775.0,108.8888888889,,,12.0256225177,-1.8479033404,31.2759720666,4.295239572,-4.0578713651,-77.4418604651,25.0094339623,-82.1428571429,3.3855114671,21.749724979,8.347984428,3.5187287174,,36.8824940048,7.5668936415,-97.5092119169,,,,,,21.7203167277,-6.9444444444,,-14.7286821705,,,,21.7317369081,29.9262007183,,,18.9712705566,18.9712705566,,19.7216441992,13.3805190428,19.7164618053,,,19.623655914,19.6765498652,-91.0175949793,-92.9520741039,-18.7096774194,,,-18481.8181818182,,,39527.2727272727,,-81.3068508923,-136.3636363636,-111.0979060555,,,580.6666666667,60.2634245187,,,,-2.1200236394,-3.6762685337,11.7873158232,,,,,,,,
601318.SH,601318,中国平安,10009951,保险,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-22 00:00:00,2019-08-16 00:00:00,CNY,536300000000,386286000000,408194000000,52000000.0,10491000000.0,11417000000.0,,37226000000.0,81424000000.0,44198000000.0,21213000000.0,24850000000.0,3637000000.0,33798000000,8798000000.0,-11147000000.0,-769000000.0,24178000000,67000000.0,599000000.0,,0.0,449576000000,11604000000.0,104402000000.0,4329000000.0,140840000000.0,111000000.0,10506000000.0,4000000.0,1895000000,70319000000.0,64274000000,3810000000.0,8596000000.0,7110000000.0,21853000000,609000000.0,22924000000.0,,0.0,,0.0,86724000000,187000000,,148000000,,,0.0,86763000000,21993000000,,,64770000000,64770000000.0,,58095000000,6675000000,58084000000,,,3.26,3.25,130000000.0,-221000000.0,351000000.0,,,-2602000000.0,,,4240000000.0,,2381000000.0,3000000.0,,,,403000000.0,-2020000000.0,,,,64900000000.0,57874000000.0,7026000000.0,,,-6842000000.0,,3998000000.0,,-3000000.0,-143000000.0,,15.6412125185,20.2742464295,19.5682357421,-44.6808510638,11.1099343359,5.9385728867,,-2.0806481311,13.921146151,32.1038945512,12.048383689,14.6905432224,32.9798903108,-47.2071227741,,-1373.9428571429,-200.390625,17.8092871413,2333.3333333333,24.016563147,,,12.8853334137,-12.3697326688,33.6653564981,8.0629056415,3.6411267771,-87.6803551609,25.0267761514,-81.8181818182,3.7219485495,21.70128072,3.0362295608,2.7231059585,,36.7833782224,12.3605326752,-97.521871821,,,,,,32.3969894509,2.1857923497,,7.2463768116,,,,32.3655946787,33.6554238833,,,31.9332695089,31.9332695089,,33.7762221659,17.8079774091,33.8279341966,,,34.1563786008,33.7448559671,-98.6904402136,-102.2722599219,74.6268656716,,,,,,,,-75.5192268147,103.3333333333,,,,168.4210526316,33.5307666996,,,,9.9627245002,8.8819069479,19.7545594,,,,,,,,
